Word,Grade,Filename,Text,num_sent,Arabic_Filename
الظاهري,HS,Computer_Sci_G10_3.txt,تتحدث المقالة عن مفهوم البيئة والدوائر الرقمية، وعن كيفية ارتباط هذا المفهوم بالإعلام والمحاضرات. تشير المصطلحات المستخدمة إلى أهمية فهم الفرق بين مصطلحات المعلومات والبيانات، حيث تعبر الأولى عن المعاني والحقائق التي يدركها الإنسان، بينما تعبر الثانية عن الشكل الظاهري لهذه المعاني والحقائق.,2,علوم الحاسب
المزارعين,HS,Geology_G10.txt,يقوم المختص في الهيدروجيولوجيا بجمع عينات، وإرسالها إلى المختبرات لفحص مدى إصابتها بالملوثات المختلفة، من ضمنها مياه الصرف الصحي. لدراسة حالة الخزان المائي، افترض أن أحد المزارعين يرغب في إقامة نظام ري يتطلب حفر بئر. فكيف يمكن دراسة ذلك؟ يجب أولا إجراء اختبار لمنسوب المياه لضمان أن البئر والمبيدات الحشرية والفطرية والفلزات الذائبة والمواد الجديدة لن تسبب نقصا في إمدادات المياه.,3,الجيولوجيا
القراءة,HS,Islamic_Studies_G11_3.txt,ورش خرجت من مصر إلى المدينة لتقرأ على نافع. فقامت بزيارة نافع لتقديم القراءة، ولكنه لم يستطع القراءة بسبب كثرة الناس الذين كانوا يتجمعون حوله. لذا اقترح عليها أن يذهب معها إلى منزله ليقرأ له بشكل هادئ ومن دون انقطاع.,3,الدراسات الإسلامية
القالبان,HS,Physics_G11.txt,تكون الطاقة الكلية للنظام ثابتة كما في المعادلة الآتية. المستعرض يمثل المسعر للنظام المغلق والمعزول ويستخدم لقياس الطاقة الحرارية في النظام المغلق والمعزول للجسم، مضافا إليها الطاقة الحرارية للجسم. انتقال الطاقة الحرارية بشكل نظام مكون من نموذجين لقالبين عند درجات حرارة مختلفة، وهما مفصولان في الحالة الابتدائية، وعندما يتلامس القالبان، فإن الحرارة تتدفق من القالب الساخن إلى القالب الأبرد وتبقى الطاقة الكلية. افترض في البداية أن القالبين منفصلان، ومن الممكن جعلهما يتلامسان.,4,الفيزياء
الفئة,HS,Computer_Sci_G10.txt,تصحيح النص الفئة روبوتات يتم التحكم بها رقميا، وجميع الروبوتات الحديثة ضمن هذه الفئة يتم التحكم بها بواسطة الحاسوب ويتضمن برنامج الحاسوب جميع الخطوات والعمليات المطلوب تنفيذها من الروبوت وفقا للتتابع المطلوب. ويمكن إعادة برمجة الروبوت لتنفيذ مهام مختلفة من خلال إعادة برمجة الحاسوب في الروبوت. والعقل المدبر في هذه الفئة من الروبوتات هو ما يعرف بالمتحكمات المنطقية القابلة للبرمجة، وهي الفئة الذكية من الروبوتات التي يتم التحكم بها بواسطة الحاسوب. ويتمتع الروبوت في هذه الفئة بالقدرة على فهم البيئة المحيطة به، ومن ثم إنجاز العمل المطلوب منه مع التكيف مع الظروف المتغيرة في بيئة العمل. ويلاحظ في التصنيفات السابقة أنها تركز على كيفية تنفيذ الروبوت لخطوات العمل، وكيفية تعليم الروبوت خطوات العمل، وعلى قابلية برمجة خطوات العمل. ولكن يوجد تصنيفات أخرى للروبوتات تأخذ في الاعتبار معايير أخرى، مثل حجم الروبوت، ونوع التطبيق، وغيرها.,6,علوم الحاسب
المجالات,HS,Sociology_G10_2.txt,أثر النفط في التنمية في العالم العربي بشكل كبير، حيث أحدث اكتشافه تأثيرات عميقة في مختلف المجالات الاقتصادية والاجتماعية. ويظهر ذلك جليا في الاستثمار الكبير للإيرادات المالية الناتجة عن تصدير النفط في تحسين البنية التحتية وزيادة نطاق الخدمات البلدية والصحية والتعليمية في العالم العربي. فقد تم توجيه هذه العائدات الضخمة نحو تطوير الخدمات البلدية وتحديث قطاع الصحة والتعليم في العالم العربي. ونتج عن ذلك فتح طرق جديدة، وتوسيع شبكات النقل، وتطوير الموانئ والمطارات. وتم بناء المدارس وإنشاء الجامعات والمستشفيات والمراكز الصحية. كما أنشئت مدن جديدة وتم توسيع مدن أخرى في العالم العربي.,6,علم الاجتماع
البازلتي,HS,Geology_G10.txt,في العتبة البازلتية تكونت بلورات صغيرة نتيجة التبريد لأن الأجزاء الخارجية من هذا الجسم البازلتي بردت بسرعة. تبرد بلورات صغيرة في معظم نطاق البلاجيوكليز ولا تحتوي على أوليفين. ومع بداية تبريد الصهارة، التي اخترقت الطبقات الصخرية، تتكون البلورات وتستقر في القاع، وتسمى هذه الطبقية في توزيع البلورات التبلور الجزئي.,3,الجيولوجيا
المختزل,HS,Chemistry_G11.txt,تصحيح. ثنائي أكسيد السيليكون، وهو حبيبي الطبيعة. طول الرابطة بين السيليكون أقصر من الرابطة بين الكبريت والأكسجين. تسمية المركبات الجزيئية تعتمد على تركيبها والعناصر المكونة لها. يسمى المركب الجزيئي حمضا عندما يحتوي على الهيدروجين في تركيبه. لرسم تركيب لويس، يجب معرفة عدد الإلكترونات الفردية الموجبة والسالبة. عامل التنشيط يستخدم لزيادة سرعة التفاعل الكيميائي. خواص البوليمرات تتغير عند معالجتها بمواد معينة. المركب المختزل المستخدم يختلف عن العامل. ثلاثي هيدريد البورون يستخدم في تخفيف أوزان النواة. الفرق بين سداسي فلوريد الكبريت ورباعي المختزل يعتمد على تركيبهم وعناصرهم.,11,الكيمياء
المنفصلة,HS,Health_G10.txt,يتم اختيار الأشرطة الجاهزة أو غيرها حسب نوع القماش المستخدم والغرض منها. ويفضل عند تركيب الأشرطة على قطعة الملابس الابتعاد عن المناطق الغير منطقية. ينبغي التعاون مع زملائك والرجوع إلى مصادر المعرفة لمعرفة الأمور والقواعد التي يجب مراعاتها عند استخدام الأشرطة لتجميل قطعة الملابس. تضفي المكملات المنفصلة تنوعا وتميزا لقطع الملابس. يمكن استخدام النوع الواحد منها في أكثر من مناسبة، كما أنها تساهم في التعبير عن شخصية مرتديها. يمكن تغيير هذه المكملات دون تغيير قطعة الملابس، وذلك حسب خطوط الموضة والأزياء، لإضفاء تأثير مختلف ومظهر جديد في كل مرة.,6,الصحة
الاحتياجات,HS,Data_Science_G11.txt,تعني إمكانية الوصول لذوي الاحتياجات الخاصة توفير طرق وسبل لتسهيل استخدام التطبيق من قبل الأشخاص ذوي الاحتياجات الخاصة. يمكن إضافة وتفعيل وظائف إضافية لتحسين تجربة المستخدمين بهذه الاحتياجات. لا توجد وظائف إضافية نشطة في هذا التطبيق، ولا توجد وظائف إضافية غير نشطة. لا يقدم هذا التطبيق الوظائف الإضافية الخاصة بالمستندات خيارات إضافية. كما لا توجد وظائف إضافية معطلة. من الجدير بالذكر أنه لا توجد معلومات حول توافر أدوات تحليل البيانات للتحليل الإحصائي والهندسي. يمكن إدراج تخطيط الصفحة وتعديل أسهم الإدراج في ملف الشريط الرئيسي.,7,علم البيانات
الكونيدية,HS,Biology_G10.txt,الفطريات الكيسية هي مجموعة فطرية مرتبطة بعلم الأحياء، وهي أكبر فصيلة للفطريات. تشمل أكبر تنوع في الأنواع ومعظم أفراد هذه الفصيلة. عالم الفطريات هو الذي يدرس مفاهيم عدة عن الخلايا، فهناك فطريات وحيدة الخلية والخمائر التي تعتبر الأكثر تنوعا من حيث الفطريات. تصنيف الفطريات المجهرية معروف ويستخدم في الحياة اليومية والاقتصاد والكيمياء الحيوية. تعتمد دورة حياة الفطريات الكيسية على التكاثر جنسيا وغير جنسي. يتكون الأبواغ في الانتشار غير الجنسي عند نهاية الخيوط الفطرية وتسمى حاملة الكونيدية كما تسمى الأبواغ التي تنتج الكونيديا.,6,الأحياء
المدروسة,HS,Geology_G10.txt,الطريقة لقياس مقدار الطاقة الكهرومغناطيسية المنبعثة أو المنعكسة عن الأجسام المراد دراستها، ثم معالجتها باستخدام برمجيات مختصة، ورسم صور وخرائط للأجسام المدروسة.,1,الجيولوجيا
الحزمة,HS,Physics_G10_4.txt,عند مرور الضوء بطول موجي خلال شق صغير وسقوطه على شاشة بعيدة، وكان عرض الشق. ما هي المسافة بين المركز الوسطي والهدب الأول للضوء ذي اللون الأحمر الذي طول موجته يمر خلال شق صغير ويسقط على الشاشة بعيدة، وعرض الحزمة المركزية المضيئة. الفاصلة بين الأشقين في المجموعة الطيفية يستخدم في جهاز المطياف الذي يحتوي على المحزوز الحيود بعد الشاشة بين الأشقين. وفي المجموعة، المسافة بين الأشقين وبعد الشاشة كل منهما. في المجموعة، المسافة بين الأشقين يتضمن خطا يحدد الزوايا التي تشتمل عليها الهدبات المضيئة من الرتبة الأولى لكل من الضوء الأحمر ذو الطول الموجي والضوء الأزرق ذو الطول الموجي.,11,الفيزياء
الأنماط,HS,Management_G10.txt,أساليب دراسة القيادة هي الطريقة التي تحاول التعرف على مختلف الأنماط التي تنقسم إليها وتتجه العناية والاهتمام في هذه الأساليب ليس إلى نوع شخصية القائد ولا إلى العوامل المؤثرة على القيادة وإنما إلى أنماط القيادة المختلفة والطابع المميز لكل منها. النمط القيادي هو تعبير عن السلوك المتكرر للمدير تجاه جميع الأطراف والعناصر في الموقف الذي يواجهه.,2,الإدارة
الأهرام,HS,Arabic_Language_G10_3.txt,عندما وقفنا مع ركابنا في ساحة الأهرام، وقفنا متأملين ومبهورين، أمام العلم الذي يرفرف فوق الأشجار والرايات والتلال التي تتسلق الجبال، والبناية التي تقف على رأس التل وتبهر ببقائها جدة الليالي والأيام، وتستقبل تحت ظلالها أجيال فوق أجيال، وتتعب بتوالي الدهر أعمار الأعوام والأيام، صنعت بين الدهر وهي لا تزال في ثوبها القديم، وشبابها ذهب وأصبح شعرها مخاض، وما زالت ثابتة تراوح مكان النجوم، وتستفيد من ثقوب السماء والكواكب.,1,اللغة العربية
الكهانة,HS,Islamic_G10_4.txt,تتناول النص السحر ويشرح أنه اسم يشمل معان متعددة بسبب تنوعه واختلاف صوره. يمكن تعريف السحر بأنه عقد ورقي وكلام يستخدمه الساحر، سواء من خلال النطق أو الكتابة، أو يقوم بأعمال تؤثر في جسد الشخص المسحور أو في عقله. هذا بالإضافة إلى الكهانة والعرافة التي تمثل ادعاء لمعرفة الغيب والأسرار والتنبؤ بما سيحدث في المستقبل من خلال التعامل مع الشياطين.,3,الدراسات الإسلامية
الاستعداد,HS,Professional_Skills_G10_2.txt,القدرة هي الاستعداد الطبيعي، وهي الشيء الذي يمكن تعلمه بسهولة، مثل القدرات الفنية أو الميكانيكية، أو أن تكون جيدا في التعامل مع الأرقام وتذكر الأشياء، والقوة الجسدية. يمكن تنمية القدرة أو الاستعداد الطبيعي بالتدريب، مثال ذلك شخص جيد في استخدام اليدين فبإمكانه تنمية مهاراته في مجالات الخياطة والنجارة والأشغال التجميعية.,2,التربية المهنية
المرغوب,HS,Management_G10.txt,عملية التحفيز هي العملية التي تدفع الفرد لاتخاذ سلوك معين أو تغيير مساره. يقوم الرئيس من خلال تحقيق هذه العملية بإشباع حاجات المرؤوسين وتوجيه جهودهم نحو تحقيق الأداء المطلوب لتحقيق الأهداف. لذلك، ينبغي على الرئيس أو الإدارة العليا معرفة الرغبات والحاجات التي تؤدي إلى تشكيل السلوك والأداء المرغوب به بالجودة المطلوبة في الوقت المحدد.,3,الإدارة
الرعاية,HS,Health_G11.txt,يتألف نظام الرعاية الصحية السعودي من عدد من الوكالات والمرافق والموظفين الذين يقدمون خدمات الرعاية الصحية. وقد أشارت إحصاءات وزارة الصحة في المملكة العربية السعودية للعام إلى أن قطاع الرعاية الصحية يضم أكثر من نصف مليون من العاملين الذين يتوزعون على عدد كبير من وظائف الرعاية الصحية المختلفة.,2,الصحة
الأوبسيديان,HS,Geology_G10.txt,الأوبسيديان هو نسيج زجاجي لا يمكن رؤية الحبيبات، وهو زجاج بركاني أو مكسر محاري، ولونه عادة أسود، ويمكن رؤيته باللون الأحمر، البني المحمر أو الأسود مع بقع بيضاء.,1,الجيولوجيا
الحلفاء,HS,Sociology_G10.txt,زعماء دول الحلفاء يجتمعون مع الملك عبد العزيز في نهاية الحرب العالمية الثانية، وبعد انتهاء اجتماع مؤتمر القاهرة في عام بين قادة الحلفاء الثلاث الولايات المتحدة الأمريكية، الاتحاد السوفياتي، وبريطانيا للاتفاق على ترتيبات الانتصار على دول المحور، اجتمع الرئيس الأمريكي فرانكلين روزفلت ورئيس الوزراء البريطاني ونستون تشرشل مع الملك عبد العزيز بن عبد الرحمن في بحيرات المندرة في مصر. وذلك بسبب تأثير شخصية الملك عبد العزيز، ولأهمية المملكة العربية السعودية.,2,علم الاجتماع
التوصية,HS,Athletics_G11.txt,التوصية الأساسية لتقليل سلوك الخمول لدى الفرد هي فصل فترة الجلوس التي تستغرق أكثر من دقيقة بنشاط حركي أو رياضي لعدة دقائق.,1,اللياقة
الهيدروليكي,HS,Physics_G10_3.txt,يمكن للمحرك أن يرفع الحمولة عند هذا المعدل. إذا تضاعفت حمولة القوارب، فسيكون لدينا أسئلة اختيار متعددة. عمر يطفو في بحيرة من الماء العذب. غاز حجمه محصور في أسطوانة قابلة للتمدد. نريد حساب قوة الطفو لجسم كتلته بعد أن زاحه. عند زيادة الضغط ثلاث مرات، وزيادة درجة الحرارة بوحدة كلفن، ما حجم هذه العينة من الغاز؟ أي من الأجسام التالية لا يحتوي على مادة في حالة البلازما تحت الضغط الجوي المعياري؟ إذا كانت هناك عينة من غاز ثاني أكسيد الكربون حجمها من الغاز، وعلمنا كتلتها المولية، كم يكون درجة الحرارة؟ هل رأيت رافعة هيدروليكية ومكبس؟ كم يكون الضغط في المائع الهيدروليكي بداخل بالون مملوء بالهواء بالحجم القياسي؟,5,الفيزياء
التمهيدي,HS,Chemistry_G10_2.txt,استخدمت أدوات التقويم الواقعي في مستويات التقويم الثلاث التمهيدية والتكوينية والختامية. يمكن استخدام الصورة الافتتاحية في كل فصل كتقويم تمهيدي لتحديد معارف الطلاب حول موضوع الفصل، أو من خلال مناقشة الأسئلة المطروحة في التجربة الافتتاحية.,2,الكيمياء
الإبينيفرين,HS,Biology_G10_2.txt,صحيح الإملاء والكلمات في النصوص واستبدل الكلمات غير المستعملة أو غير المفهومة أو المكررة بما يصلح ويناسب السياق، مع حذف كلمة الشكل وكلمة الرقم. حديثنا هنا عن العقاقير المحفزة لإبينيفرين الأدرينالين في الجسم، حيث تعزز الطاقة في البداية، ثم تختفي بسرعة.,2,الأحياء
المهجر,HS,Arabic_Language_G10_7.txt,المهجر يمثل امتدادا للاتحاد الرومانسي، فقد بدأ تأثير الموجات في أدبهم منذ الأثر الأول. إنهم يتبنون الواقعية في التعبير بواسطة الرمز، حيث يعبر الرمز عن الأفكار الفكرية في الحياة وبين الناس.,2,اللغة العربية
السيناريوهات,HS,Health_G11.txt,لماذا تعد خطة النسخ الاحتياطي للطوارئ ضرورية عند استخدام أجهزة الحاسوب لتسجيل المعلومات؟ ما الذي يجعل من التقنيات الطبية مثل الليزر والجراحة الروبوتية والجراحة الموجهة بالصور أكثر كفاءة؟ كيف تؤثر المعايير الصحية على استخدام الحاسوب؟ يتم ذلك بواسطة السيناريوهات التالية. قم بإنشاء مخطط انسيابي يوضح كيف ساعدت تكنولوجيا الحاسوب على تحسين عملية التواصل وبالتالي تحسين رعاية المرضى.,2,الصحة
الاعتبارية,HS,Law_G12.txt,تصحيح النص تصفح نظام الشركات المهنية، ثم أجب عما يأتي. ما المقصود بالشركة المهنية؟ ما المقصود بالشخصية الاعتبارية؟ متى تبدأ الشخصية الاعتبارية ومتى تنتهي؟ وما الأسباب التي تنهي الشخصية الاعتبارية؟ وما النتائج المستفادة من معرفة الشخصية الاعتبارية من الناحية القانونية؟ خصائص الشخص الاعتباري توضحها هذا الدرس خصائص الشخص الاعتباري من الناحية القانونية، وهي الاسم والحالة. أولا، يجب أن يكون للشخص الاعتباري اسما خاصا يميزه عن غيره من الأشخاص الاعتباريين، وهذا الاسم يشترط أن يعين في وثيقة إنشاء الشركة، وفي جميع العقود والمخالصات والإعلانات وغيرها من الأوراق التي تصدر عنها.,3,القانون
المتوازي,HS,Biology_G11_3.txt,يقال إن السلسلة تترتب من الأعلى إلى الأسفل بينما ترتب السلسلة الأخرى المتوازية في الاتجاه المعاكس من الأعلى إلى الأسفل. ترتيب السلسلتين هذا يسمى التوازي المتعاكس. لاحظ الرسم. وهناك طريقة أخرى توضح الترتيب المتوازي المتعاكس لسلسلتين بوضع قلمي رصاص بحيث يكون رأس أحدهما بجوار ممحاة القلم الآخر.,4,الأحياء
العربتان,HS,Physics_G11.txt,احسب مقدار سرعة العربة الأولى عند السفل إذا اصطدمت العربتان معا، فما سرعة انطلاقهما بعد التصادم؟ التقدم إلى الأمام بعد ضرب الكرة، فهل يكون الزخم محفوظا في التصادم؟ فسر ذلك، وتنبه إلى أهمية تعريف الزخم. يركض لاعب قفز بالزانة في اتجاه نقطة الانطلاق بزخم أفقي.,2,الفيزياء
القصيم,HS,History_G11.txt,ابن رشيد استولى على القصيم بعد أن خرج الإمام عبد الرحمن منتصرا من معركة المليداء. وعندما حاولوا اللجوء إلى نجد، فاتهم الإمام الفرصة، وانطلق ابن رشيد لمواجهته. عاد إلى الرياض حيث استغل محمد بن رشيد الاضطرابات الداخلية لينتزع من عبد الرحمن بن فيصل سيطرته عند بلدة حريملاء في النظام السعودي الثاني. انتهت معركة حريملاء بانتصار ابن رشيد الذي كان يسعى لتحقيق طموحات شخصية في حكم نجد، بالرغم من أنه كان أميرا في حائل وتمكن من دخول الرياض. عين الإمام فيصل بن تركي والده وأسرته إلى الخارج، وانتهت الدولة السعودية تحت حكم عبد الله بن رشيد.,5,التاريخ
الأقرب,HS,Physics_G10_4.txt,يعتمد سطوع المصباح على شدة التيار الكهربائي الذي يمر به. يعرف كل طالب كمية الماء وكميته بالنسبة للكلور. فتوقع الطالب أن الارتفاع سيكون نفسه باستثناء الحقيقة أن المصباح الأقرب إلى القطب الموجب للبطارية هو الوحيد الذي سيضيء، لأن الطاقة الكهربائية ستتحول بالكامل إلى طاقة حرارية وضوئية.,3,الفيزياء
العددي,HS,AI_G12.txt,يسعدني مساعدتك في تحسين نصوصك. يرجى توفير النصوص التي ترغب في تصحيحها أو تحسينها، وسوف أكون هنا لمساعدتك.,2,الذكاء الاصطناعي
الدجاج,HS,Management_G10_2.txt,السلعة البديلة هي تلك السلعة التي يمكن استهلاكها أو استخدامها بحيث تحقق نفس فوائد السلعة الأصلية أو قريبة منها. من الأمثلة استخدام الكهرباء أو الغاز في الطهي، وأيضا الدجاج العضوي والدجاج الرومي فكليهما يوفر للمستهلك البروتين الحيواني.,2,الإدارة
الاستنتاجية,HS,Critical_Thinking_G10.txt,الاستقراء التجريبي هو استراتيجية علمية تعتمد على المنهج الاستدلالي. يجمع هذا المنهج بين النشاط العقلي والإدراك الحسي، حيث ينطلق المسار من الواقع العيني الجزئي إلى مرحلة من العمليات المنطقية الاستنتاجية التعميمية، ليبلغ نتائج شاملة وقوانين عامة.,2,التفكير الناقد
الكولاج,HS,Artistic_Education_G10.txt,كولاج هو مصطلح فني مشتق من اللغة الفرنسية، وهو فن قديم يعتمد على تجميع بعض الأدوات والمواد المستهلكة لإنتاج شيء جديد. ويسمى عادة بعمليات خلط الوسائط. قد تطور هذا الفن في أوروبا حتى وصل إلى المجالات العمارة والهندسة والديكور. يعتمد الكولاج الرقمي على استخدام الصور ومعالجتها باستخدام برامج الجرافيكس. على سبيل المثال، لوحة الفنان السعودي علي على قماش هي كولاج يدوي يقوم على قص ولصق خامات متنوعة لتشكيل شكل جديد. الكولاج هو إحدى الفنون البصرية التي ظهرت في لوحات الفنانين مثل براك وبيكاس.,6,الفنون
اليمين,HS,Islamic_G10_2.txt,الوسيلة الرابعة من اليمين، هي امتناع المدعى عليه من اليمين إذا طلبها القاضي منه، وذلك عندما لا يكون للمدعي بينة، فيطلب من المدعى عليه أن يحلف على عدم صحة الدعوى، فإن حلف سقطت مطالبته، وإن لم يحلف ردت اليمين إلى المدعي، وحكم له في الدعوى.,1,الدراسات الإسلامية
الأوجه,HS,Islamic_Studies_G11_3.txt,استعذت من الشيطان الرجيم، اعتمادا على الاستعاذة بالله من وراءها في القرآن، ويفضل أن تتبع الاستعاذة بالآيات القرآنية التي تليها. باستثناء الحالات التي يسبق فيها اسم الله الجلالة، مثل الله لا إله إلا هو، أو يتضمن استعاذة ضميرا يشير إلى الله عز وجل. ينبغي تجنب الوصول إلى ما قد يحمله من الهفوات عند القراءة لمواضيع قبيحة.,3,الدراسات الإسلامية
التعبير,HS,Chemistry_G10_4.txt,واستبدل الكلمات غير المستعملة أو غير المفهومة أو المكررة بما يناسب السياق، مع حذف كلمتي الشكل والرقم، وهي معادلة التفاعل الكيميائي التي يتم استعراضها لمعرفة الفارق في المحتوى الحراري بين المواد في بداية التفاعل ونهايته. كما يتم التعبير عن هذا الفارق بمعادلة توضحه. إشارة المحتوى الحراري للتفاعل تشير إلى التفاعل الكيميائي الذي يحدث في المواد. السهم النازل في المعادلة يوضح التفاعل الكيميائي. المواد المتفاعلة في عملية التفاعل تطلق حرارة وعند ذلك تكون قد فقدت حرارة، لذلك عندما تخرج الحرارة من النظام، في تفاعل الحديد مع الأكسجين، قد نحصل على قيمة سالبة. هذا يدل على إمكانية توليد مادة تستخدم ككمادة لضبط التغييرات في المحتوى الحراري للتفاعلات التي تفرغ الحرارة، والقيمة سالبة دائما.,6,الكيمياء
المحرم,HS,Sociology_G10_2.txt,صحح النص من بين أبرز القرارات التي اتخذت في تلك القمة هي أن تصبح مدينة الرياض مقرا لأمانة مجلس التعاون لدول الخليج العربية، وأن يعقد المؤتمر الثاني في مدينة الرياض في شهر المحرم من عام عشرين ومئة. وتبرز أيضا اختيار مدينة الرياض كمقر لأمانة المجلس لعدة أسباب، منها الموقع الاستراتيجي للمملكة العربية السعودية بين دول الخليج العربي خاصة ودول العالم الإسلامي عموما.,2,علم الاجتماع
الأخطاء,HS,Arabic_Language_G10_4.txt,ماذا تقول؟ انتبه إذا للأخطاء التالية تعويض الكلمات المستخدمة بشكل غير مناسب، تقول بدلا من تقولن. إضافة تاء التأنيث لأوصاف المؤنث، كنون بدلا من كون. تعبير بأسلوب أكثر صحة ووضوحا، بالتعاون مع بدلا من تعاون. الحفاظ على الفاصلة العربية بين الجمل. استخدام بغض النظر عنهم بدلا من عنهم. الإبقاء على الضمائر في حالاتها الصحيحة، مغلولة بدلا من مغلولة.,6,اللغة العربية
الخطاب,HS,Arabic_Language_G11.txt,يجب على الشخص البدء بتحديد مهارات الخطاب المناسبة للجمهور المستهدف، سواء كانوا كبارا أو صغارا، رجالا، أو نساء، وبناء على احتياجاتهم ومهنهم. يجب أن يكون الهدف الرئيسي للخطاب هو إقناع المستمعين وتحفيزهم لاتخاذ الخطوات الضرورية لتبني الحل المقترح وتنفيذه. من المهم أن يكون العرض مصمما بطريقة تجعله مثيرا وجذابا لجمهوره المستهدف، من خلال استخدام أساليب عرض مبتكرة، ولغة بليغة، وتنمية مهارات الإلقاء وأداء الخطاب. على الشخص المتحدث أن يعكف على نقاط القوة التي يتميز بها الحل المقدم وجذب انتباه الحضور لهذه الجوانب الإيجابية بشكل واضح وبليغ. بعد ذلك، يجب عليه تفصيل الحل وفوائده بشكل يجعلها واضحة ومقنعة للمستمعين، وبذلك يمكنه أن يحثهم على دفع المزيد لتبني الحل والعمل به.,5,اللغة العربية
الاحتياطية,HS,Tech_G10.txt,تصحيح تتم إنشاء وتعديل ومعالجة تلك الوثائق بواسطة برامج معينة، ثم يتم توقيعها وحفظها. اتجهت العديد من الشركات والمؤسسات إلى استخدام الوثائق الرقمية والاعتماد عليها بشكل أساسي، وذلك بسبب الانتشار الكبير في استخدامات التخزين السحابي ومحركات الأقراص الثابتة الاحتياطية، فضلا عن توفر خيارات التخزين الرقمي عالية السعة مثل الأقراص الصلبة عالية الأداء التي تخزن بيانات الشركة الأكثر أهمية أو التي يتم الوصول إليها بشكل متكرر.,2,التقنية الرقمية
الصفات,HS,Arabic_Language_G11.txt,توصل العلماء الروس إلى اكتشاف فريد من نوعه، وهو الربط بين بعض الصفات الشخصية للأفراد وحالتهم الصحية وفصيلة دمهم. ذكروا على سبيل المثال أن أصحاب فصيلة الدم هم أصدقاء أوفياء ومثابرون نجباء يتدرجون بنجاح في سلم الوظيفة أو المهنة. وبرغم ذلك فصحتهم هشة، كما أنهم معرضون أكثر من غيرهم للإصابة بأمراض القلب وتصلب الشرايين والسكر. حفظ الله الجميع.,4,اللغة العربية
الحقوق,HS,Sociology_G10.txt,تم إرسال الطلب إلى الملك عبد العزيز واستقبلهم بلطف. أدرك الملك خطورة التصرف في هذا الموضوع ورفضه بقوة بعدما عبر عن إدانته للفكرة المقدمة. تبين لحاييم وايزمان أن الملك لن يتهاون في قضية فلسطين ولن يتنازل عن حقوق الشعب الفلسطيني مهددا بفتح جبهة أخرى ضد دولة في المنطقة إذا تكررت محاولات التدخل في شؤون بلاده.,3,علم الاجتماع
البشري,HS,Geography_G12.txt,يتمركز الاستقرار البشري في السهول وما يميز الأودية المشهورة في المملكة العربية السعودية. تساهم الهيئة العامة للمساحة الجيولوجية في تحقيق رؤية المملكة ضمن الصناعة والثروة المعدنية من خلال مجموعة من المبادرات في إطار برنامج تطوير الصناعات الوطنية والخدمات. تركز الهيئة جهودها من خلال هذه المبادرات على تعزيز القيمة المستفادة من قطاع التعدين والاستفادة منه، الأمر الذي يعتبر أحد أهداف رؤية المملكة. وتتضمن مهام الهيئة العامة للمساحة الجيولوجية إجراء المسح الجيولوجي الإقليمي ودراسات الاستكشاف التعديني، واللذان يشكلان أحد أهم أهداف الاستراتيجية الشاملة للتعدين وأبرز وأهم مبادراتها.,4,الجغرافيا
الخاصة,HS,Decision_Making_G11_2.txt,الاجتماعات هي لقاءات فردية أو جماعية في وقت واحد لمناقشة المشكلات المتعلقة بأهداف المنظمة واتخاذ القرارات ذات الصلة ووضع الحلول لها. توجد حالات تستدعي عقد اجتماعات، حيث حضر أحد أعضاء الفريق مؤتمرا حول أحدث تقنيات الويب ويرغب بمشاركة المعرفة التي اكتسبها. قامت باستعراض مواقع الويب الخاصة بمنظمات السفر الأخرى وتريد مشاركة الآخرين بالمعلومات التي عثرت عليها.,3,صناعة القرار
الجليد,HS,Physics_G10_3.txt,ما مقدار الحرارة اللازمة لتحويل كتلة من الجليد إلى ماء إذا سخنت عينة الماء كتلتها ودرجة حرارتها حتى أصبحت بخارا عند درجة حرارة معينة؟ وما قيمة الحرارة الممتصة؟ احسب كمية الحرارة المطلوبة لتحويل كتلة من الجليد إلى بخار ماء عند درجة حرارة معينة. القانون الأول في الديناميكا الحرارية يعتبر دراسة الحرارة ودرجة الحرارة علما مستقلا قبل فهم الارتباط بين الطاقة الحرارية وحركة الذرات.,2,الفيزياء
القصة,HS,Islamic_Studies_G10_5.txt,من ميزات قصص القرآن أنها جمعت تأثير القصص القرآنية في التربية والتهذيب. مما لا شك فيه أن القصة المحكمة والدقيقة تسرق المسامع وتنفذ إلى النفس البشرية بسهولة ويسر، وتسترسل مع سياقها المشاعر التي لا تمل ولا تكل، وتدور في عقل الإنسان معانيها فيجني من حقولها الأزهار والثمار.,2,الدراسات الإسلامية
